ca0cb704168d20a78e0325ae305736c72712b6b9,satishc1,satishc1,"https://github.com/Hygieia/Hygieia/raw/ca0cb704168d20a78e0325ae305736c72712b6b9/github-scm-collector/src/test/java/com/capitalone/dashboard/collector/GitHubCollectorTaskTest.java
"
c25e58d446dc833a9bb10e40a86946c3f16c3b95,satishc1,satishc1,"https://github.com/Hygieia/Hygieia/raw/c25e58d446dc833a9bb10e40a86946c3f16c3b95/github-scm-collector/src/test/java/com/capitalone/dashboard/collector/GitHubCollectorTaskTest.java
"
5b267318a745e2d9edbd792dd30f1d15787769e7,satishc1,satishc1,"https://github.com/Hygieia/Hygieia/raw/5b267318a745e2d9edbd792dd30f1d15787769e7/github-scm-collector/src/test/java/com/capitalone/dashboard/collector/GitHubCollectorTaskTest.java
"
86bac4edef5d8c2431908917565972c98db7e35c,"Tapabrata ""Topo"" Pal",GitHub,"https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/api/src/main/java/com/capitalone/dashboard/service/BuildServiceImpl.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/pom.xml
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/event/BuildEventListener.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/event/CommitEventListener.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/model/Build.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/model/CommitType.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/model/RepoBranch.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/repository/CommitRepository.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/request/BuildDataCreateRequest.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/main/java/com/capitalone/dashboard/util/GitBranchSpec.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/test/java/com/capitalone/dashboard/event/CommitEventListenerTest.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/core/src/test/java/com/capitalone/dashboard/util/GitBranchSpecTest.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/github-scm-collector/src/main/java/com/capitalone/dashboard/collector/DefaultGitHubClient.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/github-scm-collector/src/main/java/com/capitalone/dashboard/collector/GitHubSettings.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/pom.xml
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/hygieia/builder/ArtifactBuilder.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/hygieia/builder/CommitBuilder.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/hygieia/builder/CucumberTestBuilder.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/hygieia/builder/DeployBuilder.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/hygieia/utils/HygieiaUtils.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/hygieia-jenkins-plugin/src/main/java/jenkins/plugins/hygieia/ActiveNotifier.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/jenkins-build-collector/pom.xml
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/jenkins-build-collector/src/main/java/com/capitalone/dashboard/collector/DefaultHudsonClient.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/jenkins-build-collector/src/test/java/com/capitalone/dashboard/collector/DefaultHudsonClientTests.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/jenkins-build-collector/src/test/resources/com/capitalone/dashboard/collector/buildDetails_withRepo.json
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/subversion-scm-collector/src/main/java/com/capitalone/dashboard/collector/DefaultSubversionClient.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/subversion-scm-collector/src/main/java/com/capitalone/dashboard/collector/SubversionCollectorTask.java
https://github.com/Hygieia/Hygieia/raw/86bac4edef5d8c2431908917565972c98db7e35c/subversion-scm-collector/src/main/java/com/capitalone/dashboard/model/SubversionRepo.java
"
237310815b93faa3fcf3ff9728ca747683fedf54,"Tapabrata ""Topo"" Pal",GitHub,"https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/.gitignore
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/README.md
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/docker/Dockerfile
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/docker/bamboo-build-properties-builder.sh
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/jenkins-build-collector-2.0.2-SNAPSHOT.jar
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/pom.xml
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/Application.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooClient.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooCollectorTask.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooSettings.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/DefaultBambooClient.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/RestOperationsSupplier.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/model/BambooCollector.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/model/BambooJob.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/repository/BambooCollectorRepository.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/repository/BambooJobRepository.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/resources/banner.txt
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/main/resources/logback.xml
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/test/java/com/capitalone/dashboard/collector/BambooCollectorTaskTests.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/test/java/com/capitalone/dashboard/collector/DefaultBambooClientTests.java
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/test/resources/com/capitalone/dashboard/collector/buildDetails_full.json
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/Bamboo-build-collector/src/test/resources/com/capitalone/dashboard/collector/instanceJobs_twoJobsTwoBuilds.json
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/UI/gulpfile.js
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/UI/src/app/dashboard/controllers/login.js
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/UI/src/app/dashboard/views/login.html
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/jenkins-build-collector/.gitignore
https://github.com/Hygieia/Hygieia/raw/237310815b93faa3fcf3ff9728ca747683fedf54/subversion-scm-collector/README.md
"
b9af6436cb201af53c50aea27a68e0175897e420,tabladrum,tabladrum,"https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/core/pom.xml
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/core/src/main/java/com/capitalone/dashboard/model/RepoBranch.java
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/jenkins-build-collector/src/main/java/com/capitalone/dashboard/collector/DefaultHudsonClient.java
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/jenkins-build-collector/src/test/java/com/capitalone/dashboard/collector/DefaultHudsonClientTests.java
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/jenkins-build-collector/src/test/resources/com/capitalone/dashboard/collector/buildDetails_withRepo.json
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/subversion-scm-collector/src/main/java/com/capitalone/dashboard/collector/DefaultSubversionClient.java
https://github.com/Hygieia/Hygieia/raw/b9af6436cb201af53c50aea27a68e0175897e420/subversion-scm-collector/src/main/java/com/capitalone/dashboard/collector/SubversionCollectorTask.java
"
c50254bc008d86493e0afa78f8289a8793cb0f9f,amitmawkin,amitmawkin,"https://github.com/Hygieia/Hygieia/raw/c50254bc008d86493e0afa78f8289a8793cb0f9f/Setup.md
https://github.com/Hygieia/Hygieia/raw/c50254bc008d86493e0afa78f8289a8793cb0f9f/mongosrc.js
"
c39eb59a8740608ce2e8f36d0acd56b9f6b2b49a,amitmawkin,amitmawkin,"https://github.com/Hygieia/Hygieia/raw/c39eb59a8740608ce2e8f36d0acd56b9f6b2b49a/Bamboo-build-collector/README.md
https://github.com/Hygieia/Hygieia/raw/c39eb59a8740608ce2e8f36d0acd56b9f6b2b49a/bitbucket-scm-collector/README.md
https://github.com/Hygieia/Hygieia/raw/c39eb59a8740608ce2e8f36d0acd56b9f6b2b49a/xldeploy-deployment-collector/README.md
"
305d50a5b740f18cd21bf0a333304d59904ecfd2,amitmawkin,amitmawkin,"https://github.com/Hygieia/Hygieia/raw/305d50a5b740f18cd21bf0a333304d59904ecfd2/Bamboo-build-collector/README.md
"
12c24e7b01acea54345c4eeed7de3a2e11ea10a9,Amit Mawkin,GitHub,"https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/.gitignore
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/README.md
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/docker/Dockerfile
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/docker/bamboo-build-properties-builder.sh
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/jenkins-build-collector-2.0.2-SNAPSHOT.jar
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/pom.xml
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/Application.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooClient.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooCollectorTask.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/BambooSettings.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/DefaultBambooClient.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/collector/RestOperationsSupplier.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/model/BambooCollector.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/model/BambooJob.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/repository/BambooCollectorRepository.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/java/com/capitalone/dashboard/repository/BambooJobRepository.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/resources/banner.txt
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/main/resources/logback.xml
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/test/java/com/capitalone/dashboard/collector/BambooCollectorTaskTests.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/test/java/com/capitalone/dashboard/collector/DefaultBambooClientTests.java
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/test/resources/com/capitalone/dashboard/collector/buildDetails_full.json
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/Bamboo-build-collector/src/test/resources/com/capitalone/dashboard/collector/instanceJobs_twoJobsTwoBuilds.json
https://github.com/Hygieia/Hygieia/raw/12c24e7b01acea54345c4eeed7de3a2e11ea10a9/jenkins-build-collector/.gitignore
"
